query,cluster,intent,az_relevant,gap_type,search_volume,cpc,competition_level,keyword_difficulty,our_position,our_collection,our_url,competitor_position,competitor_domain,competitor_url,priority_score
personal injury firms,unknown,informational,False,pure_gap,201000,113.18000030517578,LOW,,,none,,26,lernerandrowe.com,https://lernerandrowe.com/,100500.0
accident lawyers near me,vehicle-crashes,commercial,False,head_commercial,368000,132.60000610351562,LOW,,,none,,61,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,73600.0
attorneys personal injury near me,unknown,commercial,False,head_commercial,368000,132.60000610351562,LOW,,,none,,73,lernerandrowe.com,https://lernerandrowe.com/arizona/arrowhead/,73600.0
injury lawyer near me,meta,commercial,False,head_commercial,368000,132.60000610351562,LOW,,,none,,18,lernerandrowe.com,https://lernerandrowe.com/arizona/tucson/,73600.0
injury lawyers near me,meta,commercial,False,head_commercial,368000,132.60000610351562,LOW,,,none,,10,lernerandrowe.com,https://lernerandrowe.com/nevada/laughlin/,73600.0
personal injury attorney near me,unknown,commercial,False,head_commercial,368000,132.60000610351562,LOW,,,none,,55,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,73600.0
personal injury firm near me,unknown,commercial,False,head_commercial,368000,132.60000610351562,LOW,,,none,,72,lernerandrowe.com,https://lernerandrowe.com/arizona/arrowhead/,73600.0
personal injury firms near me,unknown,commercial,False,head_commercial,368000,132.60000610351562,LOW,,,none,,11,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,73600.0
personal injury law firms near me,meta,commercial,False,head_commercial,368000,132.60000610351562,LOW,,,none,,57,lernerandrowe.com,https://lernerandrowe.com/,73600.0
personal injury lawyer near me,meta,commercial,False,head_commercial,368000,132.60000610351562,LOW,,,none,,35,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,73600.0
personal lawyer near me,meta,commercial,False,head_commercial,368000,132.60000610351562,LOW,,,none,,39,lernerandrowe.com,https://lernerandrowe.com/nevada/laughlin/,73600.0
pi attorney near me,unknown,commercial,False,head_commercial,368000,132.60000610351562,LOW,,,none,,51,lernerandrowe.com,https://lernerandrowe.com/arizona/tucson/,73600.0
pi lawyers near me,meta,commercial,False,head_commercial,368000,132.60000610351562,LOW,,,none,,40,lernerandrowe.com,https://lernerandrowe.com/arizona/tucson/,73600.0
accident lawyer auto,vehicle-crashes,commercial,False,head_commercial,201000,230.02000427246094,LOW,,,none,,61,lernerandrowe.com,https://lernerandrowe.com/,40200.0
attorney for car wrecks,vehicle-crashes,commercial,False,head_commercial,201000,230.02000427246094,LOW,,,none,,7,lernerandrowe.com,https://lernerandrowe.com/,40200.0
attorney injury personal,unknown,commercial,False,head_commercial,201000,113.18000030517578,LOW,,,none,,5,lernerandrowe.com,https://lernerandrowe.com/,40200.0
attorney personal injury attorney,unknown,commercial,False,head_commercial,201000,113.18000030517578,LOW,,,none,,7,lernerandrowe.com,https://lernerandrowe.com/,40200.0
attorneys for car wrecks,vehicle-crashes,commercial,False,head_commercial,201000,230.02000427246094,LOW,,,none,,46,lernerandrowe.com,https://lernerandrowe.com/new-mexico/car-accident-lawyers/,40200.0
auto accident lawyer attorney,vehicle-crashes,commercial,False,head_commercial,201000,230.02000427246094,LOW,,,none,,5,lernerandrowe.com,https://lernerandrowe.com/,40200.0
auto car accident lawyers,vehicle-crashes,commercial,False,head_commercial,201000,230.02000427246094,LOW,,,none,,8,lernerandrowe.com,https://lernerandrowe.com/,40200.0
car accident lawyer,vehicle-crashes,commercial,False,head_commercial,201000,230.02000427246094,LOW,,,none,,18,lernerandrowe.com,https://lernerandrowe.com/new-mexico/car-accident-lawyers/,40200.0
car accident lawyers,vehicle-crashes,commercial,False,head_commercial,201000,230.02000427246094,LOW,,,none,,47,lernerandrowe.com,https://lernerandrowe.com/nevada/reno/car-accidents-lawyer/,40200.0
car crash lawyers,vehicle-crashes,commercial,False,head_commercial,201000,230.02000427246094,LOW,,,none,,49,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/car-accident-lawyer/,40200.0
lawyer personal injuries,meta,commercial,False,head_commercial,201000,113.18000030517578,LOW,,,none,,8,lernerandrowe.com,https://lernerandrowe.com/,40200.0
personal injury attorneys lawyers,meta,commercial,False,head_commercial,201000,113.18000030517578,LOW,,,none,,9,lernerandrowe.com,https://lernerandrowe.com/,40200.0
personal-injury-lawyer,unknown,commercial,False,head_commercial,201000,113.18000030517578,LOW,,,none,,20,lernerandrowe.com,https://lernerandrowe.com/,40200.0
auto injury attorney near me,vehicle-crashes,commercial,False,head_commercial,165000,195.49000549316406,LOW,,,none,,11,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,33000.0
auto injury attorneys near me,vehicle-crashes,commercial,False,head_commercial,165000,195.49000549316406,LOW,,,none,,43,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,33000.0
car accident injury lawyer near me,vehicle-crashes,commercial,False,head_commercial,165000,195.49000549316406,LOW,,,none,,13,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,33000.0
car accident injury lawyers near me,vehicle-crashes,commercial,False,head_commercial,165000,195.49000549316406,LOW,,,none,,34,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,33000.0
car accident law firm near me,vehicle-crashes,commercial,False,head_commercial,165000,195.49000549316406,LOW,,,none,,9,lernerandrowe.com,https://lernerandrowe.com/,33000.0
car accident law firms near me,vehicle-crashes,commercial,False,head_commercial,165000,195.49000549316406,LOW,,,none,,12,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,33000.0
car injury attorney near me,vehicle-crashes,commercial,False,head_commercial,165000,195.49000549316406,LOW,,,none,,21,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,33000.0
car injury lawyers near me,vehicle-crashes,commercial,False,head_commercial,165000,195.49000549316406,LOW,,,none,,23,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,33000.0
law office car accident,vehicle-crashes,informational,False,pure_gap,49500,271.0400085449219,LOW,,,none,,55,lernerandrowe.com,https://lernerandrowe.com/arizona/mesa/,24750.0
attorneys for car accidents near me,vehicle-crashes,commercial,False,head_commercial,90500,173.1999969482422,LOW,,,none,,18,lernerandrowe.com,https://lernerandrowe.com/,18100.0
auto accident attorneys near me,vehicle-crashes,commercial,False,head_commercial,90500,173.1999969482422,LOW,,,none,,20,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,18100.0
auto accident lawyer near me,vehicle-crashes,commercial,False,head_commercial,90500,173.1999969482422,LOW,,,none,,19,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,18100.0
auto accident lawyers near me,vehicle-crashes,commercial,False,head_commercial,90500,173.1999969482422,LOW,,,none,,15,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,18100.0
automobile accident attorneys near me,vehicle-crashes,commercial,False,head_commercial,90500,173.1999969482422,LOW,,,none,,44,lernerandrowe.com,https://lernerandrowe.com/,18100.0
automobile accident lawyers near me,vehicle-crashes,commercial,False,head_commercial,90500,173.1999969482422,LOW,,,none,,18,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,18100.0
car accident attorney near me,vehicle-crashes,commercial,False,head_commercial,90500,173.1999969482422,LOW,,,none,,27,lernerandrowe.com,https://lernerandrowe.com/nevada/north-las-vegas/,18100.0
car accident attorneys near me,vehicle-crashes,commercial,False,head_commercial,90500,173.1999969482422,LOW,,,none,,12,lernerandrowe.com,https://lernerandrowe.com/,18100.0
car crash lawyer near me,vehicle-crashes,commercial,False,head_commercial,90500,173.1999969482422,LOW,,,none,,12,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,18100.0
car crash lawyers near me,vehicle-crashes,commercial,False,head_commercial,90500,173.1999969482422,LOW,,,none,,53,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,18100.0
car wreck attorney near me,vehicle-crashes,commercial,False,head_commercial,90500,173.1999969482422,LOW,,,none,,14,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,18100.0
motor vehicle accident attorney near me,vehicle-crashes,commercial,False,head_commercial,90500,173.1999969482422,LOW,,,none,,56,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,18100.0
traffic accident attorneys near me,vehicle-crashes,commercial,False,head_commercial,90500,173.1999969482422,LOW,,,none,,20,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,18100.0
vehicle accident attorney near me,vehicle-crashes,commercial,False,head_commercial,90500,173.1999969482422,LOW,,,none,,25,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,18100.0
car accident attorney,vehicle-crashes,commercial,False,head_commercial,74000,217.02999877929688,LOW,,,none,,21,lernerandrowe.com,https://lernerandrowe.com/nevada/reno/car-accidents-lawyer/,14800.0
car accident attorneys,vehicle-crashes,commercial,False,head_commercial,74000,217.02999877929688,LOW,,,none,,3,lernerandrowe.com,https://lernerandrowe.com/,14800.0
medical malpractice lawyer,abuse-negligence,commercial,False,head_commercial,74000,41.709999084472656,LOW,,,none,,68,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/medical-malpractice/,14800.0
medical.malpractice lawyer,abuse-negligence,commercial,False,head_commercial,74000,41.709999084472656,LOW,,,none,,59,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/medical-malpractice/,14800.0
truck accident attorney near me,vehicle-crashes,commercial,False,head_commercial,74000,186.5800018310547,LOW,,,none,,48,lernerandrowe.com,https://lernerandrowe.com/,14800.0
truck accident lawyer near me,vehicle-crashes,commercial,False,head_commercial,74000,186.5800018310547,LOW,,,none,,34,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,14800.0
auto accident attorney irvine,vehicle-crashes,commercial,False,head_commercial,60500,164.0800018310547,LOW,,,none,,45,lernerandrowe.com,https://lernerandrowe.com/,12100.0
injury law attorneys,meta,commercial,False,head_commercial,60500,200.36000061035156,LOW,,,none,,11,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,12100.0
las vegas personal injury law,meta,informational,False,pure_gap,22200,128.3699951171875,LOW,,,none,,27,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,11100.0
personal injury firms las vegas,unknown,informational,False,pure_gap,22200,128.3699951171875,LOW,,,none,,27,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,11100.0
accident car lawyers,vehicle-crashes,commercial,False,head_commercial,49500,271.0400085449219,LOW,,,none,,28,lernerandrowe.com,https://lernerandrowe.com/nevada/reno/car-accidents-lawyer/,9900.0
attorney car accident,vehicle-crashes,commercial,False,head_commercial,49500,271.0400085449219,LOW,,,none,,2,lernerandrowe.com,https://lernerandrowe.com/,9900.0
attorney car crash,vehicle-crashes,commercial,False,head_commercial,49500,271.0400085449219,LOW,,,none,,62,lernerandrowe.com,https://lernerandrowe.com/new-mexico/car-accident-lawyers/,9900.0
attorneys car accident,vehicle-crashes,commercial,False,head_commercial,49500,271.0400085449219,LOW,,,none,,7,lernerandrowe.com,https://lernerandrowe.com/,9900.0
attorneys for car accident,vehicle-crashes,commercial,False,head_commercial,49500,271.0400085449219,LOW,,,none,,12,lernerandrowe.com,https://lernerandrowe.com/,9900.0
automobile accident lawyers,vehicle-crashes,commercial,False,head_commercial,49500,271.0400085449219,LOW,,,none,,8,lernerandrowe.com,https://lernerandrowe.com/,9900.0
irvine ca personal injury lawyer,meta,commercial,False,head_commercial,49500,46.08000183105469,LOW,,,none,,61,lernerandrowe.com,https://lernerandrowe.com/california/irvine/,9900.0
motorcycle accident lawyer near me,vehicle-crashes,commercial,False,head_commercial,49500,365.1300048828125,LOW,,,none,,86,lernerandrowe.com,https://lernerandrowe.com/,9900.0
motorcycle accident lawyers near me,vehicle-crashes,commercial,False,head_commercial,49500,365.1300048828125,LOW,,,none,,31,lernerandrowe.com,https://lernerandrowe.com/,9900.0
personal injury attorney in irvine,unknown,commercial,False,head_commercial,49500,46.08000183105469,LOW,,,none,,56,lernerandrowe.com,https://lernerandrowe.com/,9900.0
personal injury attorney irvine,unknown,commercial,False,head_commercial,49500,46.08000183105469,LOW,,,none,,25,lernerandrowe.com,https://lernerandrowe.com/california/irvine/,9900.0
personal injury attorney irvine ca,unknown,commercial,False,head_commercial,49500,46.08000183105469,LOW,,,none,,75,lernerandrowe.com,https://lernerandrowe.com/california/irvine/,9900.0
personal injury lawyer in irvine,meta,commercial,False,head_commercial,49500,46.08000183105469,LOW,,,none,,38,lernerandrowe.com,https://lernerandrowe.com/california/irvine/,9900.0
allen 10 gallup nm,unknown,informational,False,pure_gap,18100,0.0,LOW,,,none,,14,lernerandrowe.com,https://lernerandrowe.com/,9050.0
rowes,unknown,informational,False,pure_gap,18100,3.6600000858306885,LOW,,,none,,16,lernerandrowe.com,https://lernerandrowe.com/,9050.0
auto accident attorney houston tx,vehicle-crashes,commercial,False,head_commercial,40500,100.33000183105469,LOW,,,none,,53,lernerandrowe.com,https://lernerandrowe.com/,8100.0
houston automobile accident lawyers,vehicle-crashes,commercial,False,head_commercial,40500,100.33000183105469,LOW,,,none,,46,lernerandrowe.com,https://lernerandrowe.com/,8100.0
houston car wreck attorney,vehicle-crashes,commercial,False,head_commercial,40500,100.33000183105469,LOW,,,none,,70,lernerandrowe.com,https://lernerandrowe.com/,8100.0
houston car wreck lawyers,vehicle-crashes,commercial,False,head_commercial,40500,100.33000183105469,LOW,,,none,,51,lernerandrowe.com,https://lernerandrowe.com/,8100.0
lawyer car accidents,vehicle-crashes,commercial,False,head_commercial,40500,224.82000732421875,LOW,,,none,,4,lernerandrowe.com,https://lernerandrowe.com/,8100.0
malpractice medical lawyers near me,abuse-negligence,commercial,False,head_commercial,40500,35.7400016784668,LOW,,,none,,41,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/medical-malpractice/,8100.0
med mal attorney,unknown,commercial,False,head_commercial,40500,36.189998626708984,LOW,,,none,,41,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/medical-malpractice/,8100.0
medical malpractice attorney near me,abuse-negligence,commercial,False,head_commercial,40500,35.7400016784668,LOW,,,none,,59,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/medical-malpractice/,8100.0
medical malpractice lawyer near me,abuse-negligence,commercial,False,head_commercial,40500,35.7400016784668,LOW,,,none,,77,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/medical-malpractice/,8100.0
medical malpractice lawyers near me,abuse-negligence,commercial,False,head_commercial,40500,35.7400016784668,LOW,,,none,,74,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/medical-malpractice/,8100.0
medical negligence attorney near me,unknown,commercial,False,head_commercial,40500,35.7400016784668,LOW,,,none,,27,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/medical-malpractice/,8100.0
medical negligence attorneys near me,unknown,commercial,False,head_commercial,40500,35.7400016784668,LOW,,,none,,65,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/medical-malpractice/,8100.0
accident attorneys,vehicle-crashes,commercial,False,head_commercial,33100,292.17999267578125,MEDIUM,,,none,,36,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,6620.0
car wreck attorney,vehicle-crashes,commercial,False,head_commercial,33100,296.489990234375,LOW,,,none,,40,lernerandrowe.com,https://lernerandrowe.com/new-mexico/car-accident-lawyers/,6620.0
vehicle accident lawyer,vehicle-crashes,commercial,False,head_commercial,33100,296.489990234375,LOW,,,none,,18,lernerandrowe.com,https://lernerandrowe.com/new-mexico/car-accident-lawyers/,6620.0
vehicle accidents attorney,vehicle-crashes,commercial,False,head_commercial,33100,296.489990234375,LOW,,,none,,13,lernerandrowe.com,https://lernerandrowe.com/,6620.0
ad and d,unknown,informational,False,pure_gap,12100,12.170000076293945,LOW,,,none,,12,lernerandrowe.com,https://lernerandrowe.com/ad-d-insurance/,6050.0
clovis arrowhead,unknown,informational,False,pure_gap,12100,0.8500000238418579,LOW,,,none,,61,lernerandrowe.com,https://lernerandrowe.com/,6050.0
accidents lawyer,vehicle-crashes,commercial,False,head_commercial,27100,296.760009765625,MEDIUM,,,none,,9,lernerandrowe.com,https://lernerandrowe.com/,5420.0
best auto accident attorney,vehicle-crashes,commercial,False,head_commercial,27100,211.97000122070312,LOW,,,none,,2,lernerandrowe.com,https://lernerandrowe.com/,5420.0
best auto accident lawyer,vehicle-crashes,commercial,False,head_commercial,27100,211.97000122070312,LOW,,,none,,11,lernerandrowe.com,https://lernerandrowe.com/,5420.0
best auto accident lawyers,vehicle-crashes,commercial,False,head_commercial,27100,211.97000122070312,LOW,,,none,,6,lernerandrowe.com,https://lernerandrowe.com/,5420.0
best car accident lawyer,vehicle-crashes,commercial,False,head_commercial,27100,211.97000122070312,LOW,,,none,,4,lernerandrowe.com,https://lernerandrowe.com/,5420.0
best car accident lawyers,vehicle-crashes,commercial,False,head_commercial,27100,211.97000122070312,LOW,,,none,,21,lernerandrowe.com,https://lernerandrowe.com/,5420.0
houston trucking accident attorney,vehicle-crashes,commercial,False,head_commercial,27100,309.3500061035156,LOW,,,none,,81,lernerandrowe.com,https://lernerandrowe.com/,5420.0
workers comp lawyers near me,meta,commercial,False,head_commercial,27100,76.26000213623047,MEDIUM,,,none,,25,lernerandrowe.com,https://lernerandrowe.com/indiana/merrillville/workers-compensation-lawyer/,5420.0
wrongful death lawyer,other-claims,commercial,False,head_commercial,27100,150.6199951171875,LOW,,,none,,14,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/wrongful-death-attorney/,5420.0
chicago personal injury firm,unknown,informational,False,pure_gap,9900,70.76000213623047,LOW,,,none,,28,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,4950.0
personal injury firms chicago,unknown,informational,False,pure_gap,9900,70.76000213623047,LOW,,,none,,58,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,4950.0
personal injury law chicago,meta,informational,False,pure_gap,9900,70.76000213623047,LOW,,,none,,28,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,4950.0
sideswipes,unknown,informational,False,pure_gap,9900,0.7200000286102295,LOW,,,none,,82,lernerandrowe.com,https://lernerandrowe.com/sideswipe-collision/,4950.0
what is ad&d insurance,unknown,informational,False,pure_gap,9900,6.730000019073486,LOW,,,none,,81,lernerandrowe.com,https://lernerandrowe.com/ad-d-insurance/,4950.0
dog bite lawyer,other-claims,commercial,False,head_commercial,22200,207.77000427246094,LOW,,,none,,5,lernerandrowe.com,https://lernerandrowe.com/practice/dog-bite/,4440.0
houston personal injury attorneys,unknown,commercial,False,head_commercial,22200,132.6199951171875,LOW,,,none,,97,lernerandrowe.com,https://lernerandrowe.com/,4440.0
injury law firms las vegas,meta,commercial,False,head_commercial,22200,128.3699951171875,LOW,,,none,,29,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,4440.0
injury lawyer las vegas,meta,commercial,False,head_commercial,22200,128.3699951171875,LOW,,,none,,32,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,4440.0
injury lawyer las vegas nv,meta,commercial,False,head_commercial,22200,128.3699951171875,LOW,,,none,,32,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,4440.0
injury lawyer vegas,meta,commercial,False,head_commercial,22200,128.3699951171875,LOW,,,none,,19,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,4440.0
las vegas injury attorney,unknown,commercial,False,head_commercial,22200,128.3699951171875,LOW,,,none,,28,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,4440.0
las vegas personal injury attorneys,unknown,commercial,False,head_commercial,22200,128.3699951171875,LOW,,,none,,35,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,4440.0
las vegas personal injury lawyer,meta,commercial,False,head_commercial,22200,128.3699951171875,LOW,,,none,,21,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,4440.0
personal injury attorney in las vegas nevada,unknown,commercial,False,head_commercial,22200,128.3699951171875,LOW,,,none,,17,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,4440.0
personal injury attorney las vegas nevada,unknown,commercial,False,head_commercial,22200,128.3699951171875,LOW,,,none,,30,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,4440.0
personal injury attorney las vegas nv,unknown,commercial,False,head_commercial,22200,128.3699951171875,LOW,,,none,,34,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,4440.0
personal injury attorney nevada,unknown,commercial,False,head_commercial,22200,128.3699951171875,LOW,,,none,,12,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,4440.0
personal injury attorney slip and fall,other-claims,commercial,False,head_commercial,22200,229.33999633789062,LOW,,,none,,3,lernerandrowe.com,https://lernerandrowe.com/practice/slip-falls/,4440.0
personal injury attorney vegas,unknown,commercial,False,head_commercial,22200,128.3699951171875,LOW,,,none,,28,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,4440.0
personal injury attorneys las vegas nevada,unknown,commercial,False,head_commercial,22200,128.3699951171875,LOW,,,none,,17,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,4440.0
personal injury attorneys las vegas nv,unknown,commercial,False,head_commercial,22200,128.3699951171875,LOW,,,none,,16,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,4440.0
personal injury law firms in las vegas,meta,commercial,False,head_commercial,22200,128.3699951171875,LOW,,,none,,16,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,4440.0
personal injury law firms las vegas,meta,commercial,False,head_commercial,22200,128.3699951171875,LOW,,,none,,21,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,4440.0
personal injury lawyer for slip and fall,other-claims,commercial,False,head_commercial,22200,229.33999633789062,LOW,,,none,,3,lernerandrowe.com,https://lernerandrowe.com/practice/slip-falls/,4440.0
personal injury lawyer las vegas,meta,commercial,False,head_commercial,22200,128.3699951171875,LOW,,,none,,25,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,4440.0
personal injury lawyer las vegas nevada,meta,commercial,False,head_commercial,22200,128.3699951171875,LOW,,,none,,10,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,4440.0
personal injury lawyer las vegas nv,meta,commercial,False,head_commercial,22200,128.3699951171875,LOW,,,none,,28,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,4440.0
personal injury lawyers las vegas nevada,meta,commercial,False,head_commercial,22200,128.3699951171875,LOW,,,none,,31,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,4440.0
personal injury lawyers vegas,meta,commercial,False,head_commercial,22200,128.3699951171875,LOW,,,none,,25,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,4440.0
slip and fall attorneys near me,other-claims,commercial,False,head_commercial,22200,170.99000549316406,LOW,,,none,,46,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,4440.0
vegas injury attorney,unknown,commercial,False,head_commercial,22200,128.3699951171875,LOW,,,none,,34,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,4440.0
vegas injury lawyer,meta,commercial,False,head_commercial,22200,128.3699951171875,LOW,,,none,,35,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,4440.0
wrongful death attorney,other-claims,commercial,False,head_commercial,22200,169.42999267578125,LOW,,,none,,59,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/wrongful-death-attorney/,4440.0
wrongful death lawyers,other-claims,commercial,False,head_commercial,22200,169.42999267578125,LOW,,,none,,36,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/wrongful-death-attorney/,4440.0
elijah wilks,unknown,informational,False,pure_gap,8100,0.0,LOW,,,none,,15,lernerandrowe.com,https://lernerandrowe.com/elijah-wilks-fatally-shot-duty-officer-milwaukee/,4050.0
accident lawyer near me,vehicle-crashes,commercial,False,head_commercial,18100,261.6000061035156,LOW,,,none,,20,lernerandrowe.com,https://lernerandrowe.com/nevada/carson-city/,3620.0
accidents lawyer near me,vehicle-crashes,commercial,False,head_commercial,18100,261.6000061035156,LOW,,,none,,11,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,3620.0
auto accident personal injury lawyer,vehicle-crashes,commercial,False,head_commercial,18100,179.75999450683594,LOW,,,none,,94,lernerandrowe.com,https://lernerandrowe.com/,3620.0
best injury lawyer,meta,commercial,False,head_commercial,18100,155.8300018310547,LOW,,,none,,8,lernerandrowe.com,https://lernerandrowe.com/,3620.0
best personal injury lawyers,meta,commercial,False,head_commercial,18100,169.9199981689453,LOW,,,none,,43,lernerandrowe.com,https://lernerandrowe.com/arizona/phoenix/,3620.0
injured at work attorney,unknown,commercial,False,head_commercial,18100,122.05999755859375,LOW,,,none,,96,lernerandrowe.com,https://lernerandrowe.com/practice/workers-compensation/,3620.0
malpractice medical lawyers,abuse-negligence,commercial,False,head_commercial,18100,42.900001525878906,MEDIUM,,,none,,76,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/medical-malpractice/,3620.0
medical liability lawyers,meta,commercial,False,head_commercial,18100,42.900001525878906,MEDIUM,,,none,,29,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/medical-malpractice/,3620.0
medical mistake attorney,unknown,commercial,False,head_commercial,18100,42.900001525878906,MEDIUM,,,none,,83,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/medical-malpractice/,3620.0
medical mistake lawyers,meta,commercial,False,head_commercial,18100,42.900001525878906,MEDIUM,,,none,,79,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/medical-malpractice/,3620.0
medical negligence attorney,unknown,commercial,False,head_commercial,18100,42.900001525878906,MEDIUM,,,none,,40,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/medical-malpractice/,3620.0
new york city personal injury attorneys,unknown,commercial,False,head_commercial,18100,48.619998931884766,LOW,,,none,,61,lernerandrowe.com,https://lernerandrowe.com/,3620.0
personal injury attorney los angeles california,unknown,commercial,False,head_commercial,18100,69.23999786376953,LOW,,,none,,37,lernerandrowe.com,https://lernerandrowe.com/,3620.0
personal injury attorneys in la,unknown,commercial,False,head_commercial,18100,69.23999786376953,LOW,,,none,,60,lernerandrowe.com,https://lernerandrowe.com/,3620.0
personal injury car accident lawyer,vehicle-crashes,commercial,False,head_commercial,18100,179.75999450683594,LOW,,,none,,3,lernerandrowe.com,https://lernerandrowe.com/,3620.0
personal injury lawyer los angeles ca,meta,commercial,False,head_commercial,18100,69.23999786376953,LOW,,,none,,57,lernerandrowe.com,https://lernerandrowe.com/,3620.0
personal injury lawyers new york,meta,commercial,False,head_commercial,18100,48.619998931884766,LOW,,,none,,50,lernerandrowe.com,https://lernerandrowe.com/,3620.0
lowe's mission valley,unknown,informational,False,pure_gap,6600,0.3499999940395355,LOW,,,none,,48,lernerandrowe.com,https://lernerandrowe.com/,3300.0
no fault states,unknown,informational,False,pure_gap,6600,30.670000076293945,LOW,,,none,,93,lernerandrowe.com,https://lernerandrowe.com/no-fault-insurance-states/,3300.0
no fault states in us,unknown,informational,False,pure_gap,6600,30.670000076293945,LOW,,,none,,86,lernerandrowe.com,https://lernerandrowe.com/no-fault-insurance-states/,3300.0
no fault states in usa,unknown,informational,False,pure_gap,6600,30.670000076293945,LOW,,,none,,82,lernerandrowe.com,https://lernerandrowe.com/no-fault-insurance-states/,3300.0
no-fault states,unknown,informational,False,pure_gap,6600,30.670000076293945,LOW,,,none,,91,lernerandrowe.com,https://lernerandrowe.com/no-fault-insurance-states/,3300.0
pahrump nevada walmart,unknown,informational,False,pure_gap,6600,0.33000001311302185,LOW,,,none,,37,lernerandrowe.com,https://lernerandrowe.com/,3300.0
you too spanish,unknown,informational,False,pure_gap,6600,4.389999866485596,LOW,,,none,,52,lernerandrowe.com,https://lernerandrowe.com/,3300.0
