query,cluster,intent,az_relevant,gap_type,search_volume,cpc,competition_level,keyword_difficulty,our_position,our_collection,our_url,competitor_position,competitor_domain,competitor_url,priority_score
injury lawyer nashville,meta,commercial,False,head_commercial,9900,104.31999969482422,LOW,,,none,,42,lernerandrowe.com,https://lernerandrowe.com/nashville/,1980.0
injury lawyer nashville tn,meta,commercial,False,head_commercial,9900,104.31999969482422,LOW,,,none,,45,lernerandrowe.com,https://lernerandrowe.com/nashville/,1980.0
injury lawyers in chicago,meta,commercial,False,head_commercial,9900,70.76000213623047,LOW,,,none,,25,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,1980.0
lawyer auto accident injury,vehicle-crashes,commercial,False,head_commercial,9900,218.82000732421875,LOW,,,none,,15,lernerandrowe.com,https://lernerandrowe.com/new-mexico/car-accident-lawyers/,1980.0
nashville accident lawyer,vehicle-crashes,commercial,False,head_commercial,9900,104.31999969482422,LOW,,,none,,41,lernerandrowe.com,https://lernerandrowe.com/nashville/,1980.0
nashville injury attorneys,unknown,commercial,False,head_commercial,9900,104.31999969482422,LOW,,,none,,52,lernerandrowe.com,https://lernerandrowe.com/nashville/,1980.0
nashville tn personal injury attorney,unknown,commercial,False,head_commercial,9900,104.31999969482422,LOW,,,none,,46,lernerandrowe.com,https://lernerandrowe.com/nashville/,1980.0
personal injury attorney chicago,unknown,commercial,False,head_commercial,9900,70.76000213623047,LOW,,,none,,27,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,1980.0
personal injury attorney chicago illinois,unknown,commercial,False,head_commercial,9900,70.76000213623047,LOW,,,none,,26,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,1980.0
personal injury attorney in chicago il,unknown,commercial,False,head_commercial,9900,70.76000213623047,LOW,,,none,,25,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,1980.0
personal injury attorney nashville,unknown,commercial,False,head_commercial,9900,104.31999969482422,LOW,,,none,,44,lernerandrowe.com,https://lernerandrowe.com/nashville/,1980.0
personal injury attorney nashville tennessee,unknown,commercial,False,head_commercial,9900,104.31999969482422,LOW,,,none,,50,lernerandrowe.com,https://lernerandrowe.com/nashville/,1980.0
personal injury attorneys in chicago,unknown,commercial,False,head_commercial,9900,70.76000213623047,LOW,,,none,,40,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,1980.0
personal injury attorneys in nashville tn,unknown,commercial,False,head_commercial,9900,104.31999969482422,LOW,,,none,,57,lernerandrowe.com,https://lernerandrowe.com/nashville/,1980.0
personal injury lawyer chicago,meta,commercial,False,head_commercial,9900,70.76000213623047,LOW,,,none,,22,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,1980.0
personal injury lawyer chicago il,meta,commercial,False,head_commercial,9900,70.76000213623047,LOW,,,none,,24,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,1980.0
personal injury lawyer in chicago il,meta,commercial,False,head_commercial,9900,70.76000213623047,LOW,,,none,,47,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,1980.0
personal injury lawyer in nashville,meta,commercial,False,head_commercial,9900,104.31999969482422,LOW,,,none,,49,lernerandrowe.com,https://lernerandrowe.com/nashville/,1980.0
personal injury lawyer nashville tn,meta,commercial,False,head_commercial,9900,104.31999969482422,LOW,,,none,,38,lernerandrowe.com,https://lernerandrowe.com/nashville/,1980.0
personal injury lawyers in chicago illinois,meta,commercial,False,head_commercial,9900,70.76000213623047,LOW,,,none,,34,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,1980.0
personal injury lawyers in nashville,meta,commercial,False,head_commercial,9900,104.31999969482422,LOW,,,none,,48,lernerandrowe.com,https://lernerandrowe.com/nashville/,1980.0
personal injury lawyers nashville tn,meta,commercial,False,head_commercial,9900,104.31999969482422,LOW,,,none,,43,lernerandrowe.com,https://lernerandrowe.com/nashville/,1980.0
rideshare accident attorney,vehicle-crashes,commercial,False,head_commercial,9900,328.5199890136719,LOW,,,none,,72,lernerandrowe.com,https://lernerandrowe.com/california/los-angeles/rideshare-accident-lawyer/,1980.0
ridesharing accident attorney,vehicle-crashes,commercial,False,head_commercial,9900,328.5199890136719,LOW,,,none,,98,lernerandrowe.com,https://lernerandrowe.com/california/los-angeles/rideshare-accident-lawyer/,1980.0
lifetime fitness scottsdale arizona,unknown,local,True,pure_gap,2900,1.8700000047683716,MEDIUM,,,none,,70,lernerandrowe.com,https://lernerandrowe.com/,1812.5
rent a car in yuma az,vehicle-crashes,local,True,pure_gap,2900,2.369999885559082,HIGH,,,none,,96,lernerandrowe.com,https://lernerandrowe.com/,1812.5
rental cars yuma arizona,vehicle-crashes,local,True,pure_gap,2900,2.369999885559082,HIGH,,,none,,61,lernerandrowe.com,https://lernerandrowe.com/las-vegas-rental-car-liability/,1812.5
car seat law wa state,vehicle-crashes,informational,False,pure_gap,3600,3.319999933242798,LOW,,,none,,37,lernerandrowe.com,https://lernerandrowe.com/washington-car-seat-laws/,1800.0
car seat law washington state,vehicle-crashes,informational,False,pure_gap,3600,3.319999933242798,LOW,,,none,,36,lernerandrowe.com,https://lernerandrowe.com/washington-car-seat-laws/,1800.0
car seat laws in washington,vehicle-crashes,informational,False,pure_gap,3600,3.319999933242798,LOW,,,none,,36,lernerandrowe.com,https://lernerandrowe.com/washington-car-seat-laws/,1800.0
car seat laws in washington state,vehicle-crashes,informational,False,pure_gap,3600,3.319999933242798,LOW,,,none,,46,lernerandrowe.com,https://lernerandrowe.com/washington-car-seat-laws/,1800.0
car seat laws wa state,vehicle-crashes,informational,False,pure_gap,3600,3.319999933242798,LOW,,,none,,36,lernerandrowe.com,https://lernerandrowe.com/washington-car-seat-laws/,1800.0
car seat laws washington,vehicle-crashes,informational,False,pure_gap,3600,3.319999933242798,LOW,,,none,,31,lernerandrowe.com,https://lernerandrowe.com/washington-car-seat-laws/,1800.0
car seat rules washington state,vehicle-crashes,informational,False,pure_gap,3600,3.319999933242798,LOW,,,none,,36,lernerandrowe.com,https://lernerandrowe.com/washington-car-seat-laws/,1800.0
do you need a permit for a motorcycle,vehicle-crashes,informational,False,pure_gap,3600,0.09000000357627869,LOW,,,none,,47,lernerandrowe.com,https://lernerandrowe.com/how-to-get-arizona-motorcycle-license/,1800.0
wa state booster law,meta,informational,False,pure_gap,3600,3.319999933242798,LOW,,,none,,36,lernerandrowe.com,https://lernerandrowe.com/washington-car-seat-laws/,1800.0
wa state booster seat laws,meta,informational,False,pure_gap,3600,3.319999933242798,LOW,,,none,,39,lernerandrowe.com,https://lernerandrowe.com/washington-car-seat-laws/,1800.0
washington car seat law,vehicle-crashes,informational,False,pure_gap,3600,3.319999933242798,LOW,,,none,,25,lernerandrowe.com,https://lernerandrowe.com/washington-car-seat-laws/,1800.0
washington car seat laws,vehicle-crashes,informational,False,pure_gap,3600,3.319999933242798,LOW,,,none,,35,lernerandrowe.com,https://lernerandrowe.com/washington-car-seat-laws/,1800.0
washington law booster seat,meta,informational,False,pure_gap,3600,3.319999933242798,LOW,,,none,,28,lernerandrowe.com,https://lernerandrowe.com/washington-car-seat-laws/,1800.0
washington law on car seats,vehicle-crashes,informational,False,pure_gap,3600,3.319999933242798,LOW,,,none,,36,lernerandrowe.com,https://lernerandrowe.com/washington-car-seat-laws/,1800.0
washington state booster laws,meta,informational,False,pure_gap,3600,3.319999933242798,LOW,,,none,,34,lernerandrowe.com,https://lernerandrowe.com/washington-car-seat-laws/,1800.0
washington state booster seat law,meta,informational,False,pure_gap,3600,3.319999933242798,LOW,,,none,,45,lernerandrowe.com,https://lernerandrowe.com/washington-car-seat-laws/,1800.0
washington state booster seat laws,meta,informational,False,pure_gap,3600,3.319999933242798,LOW,,,none,,45,lernerandrowe.com,https://lernerandrowe.com/washington-car-seat-laws/,1800.0
washington state car seat laws,vehicle-crashes,informational,False,pure_gap,3600,3.319999933242798,LOW,,,none,,43,lernerandrowe.com,https://lernerandrowe.com/washington-car-seat-laws/,1800.0
what is seattle known for,unknown,informational,False,pure_gap,3600,0.8700000047683716,LOW,,,none,,55,lernerandrowe.com,https://lernerandrowe.com/seattle-facts/,1800.0
what seattle is known for,unknown,informational,False,pure_gap,3600,0.8700000047683716,LOW,,,none,,80,lernerandrowe.com,https://lernerandrowe.com/seattle-facts/,1800.0
attorney for injury at work,unknown,commercial,False,head_commercial,8100,132.77000427246094,LOW,,,none,,40,lernerandrowe.com,https://lernerandrowe.com/,1620.0
auto attorneys,vehicle-crashes,commercial,False,head_commercial,8100,226.27999877929688,MEDIUM,,,none,,12,lernerandrowe.com,https://lernerandrowe.com/,1620.0
auto lawyer,vehicle-crashes,commercial,False,head_commercial,8100,226.27999877929688,MEDIUM,,,none,,25,lernerandrowe.com,https://lernerandrowe.com/,1620.0
auto lawyers,vehicle-crashes,commercial,False,head_commercial,8100,226.27999877929688,MEDIUM,,,none,,6,lernerandrowe.com,https://lernerandrowe.com/,1620.0
automobile lawyers,vehicle-crashes,commercial,False,head_commercial,8100,226.27999877929688,MEDIUM,,,none,,11,lernerandrowe.com,https://lernerandrowe.com/,1620.0
best injury lawyers near me,meta,commercial,False,head_commercial,8100,142.8300018310547,MEDIUM,,,none,,87,lernerandrowe.com,https://lernerandrowe.com/arizona/arrowhead/,1620.0
best personal injury attorney near me,unknown,commercial,False,head_commercial,8100,142.8300018310547,MEDIUM,,,none,,19,lernerandrowe.com,https://lernerandrowe.com/arizona/tucson/,1620.0
best personal injury law firms near me,meta,commercial,False,head_commercial,8100,142.8300018310547,MEDIUM,,,none,,50,lernerandrowe.com,https://lernerandrowe.com/arizona/phoenix/,1620.0
injury lawyer dallas,meta,commercial,False,head_commercial,8100,163.58999633789062,MEDIUM,,,none,,49,lernerandrowe.com,https://lernerandrowe.com/,1620.0
injury lawyer work,meta,commercial,False,head_commercial,8100,132.77000427246094,LOW,,,none,,24,lernerandrowe.com,https://lernerandrowe.com/,1620.0
personal injury lawyers near me,meta,commercial,False,head_commercial,8100,99.16999816894531,MEDIUM,,,none,,34,lernerandrowe.com,https://lernerandrowe.com/arizona/tucson/,1620.0
work accidents lawyers,vehicle-crashes,commercial,False,head_commercial,8100,132.77000427246094,LOW,,,none,,15,lernerandrowe.com,https://lernerandrowe.com/,1620.0
workplace injuries attorney,unknown,commercial,False,head_commercial,8100,132.77000427246094,LOW,,,none,,97,lernerandrowe.com,https://lernerandrowe.com/practice/workers-compensation/,1620.0
wrongful death attorneys near me,other-claims,commercial,False,head_commercial,8100,135.49000549316406,LOW,,,none,,38,lernerandrowe.com,https://lernerandrowe.com/nevada/north-las-vegas/wrongful-death-lawyer/,1620.0
wrongful death lawyer near me,other-claims,commercial,False,head_commercial,8100,135.49000549316406,LOW,,,none,,40,lernerandrowe.com,https://lernerandrowe.com/nevada/north-las-vegas/wrongful-death-lawyer/,1620.0
lowe's phoenix arizona,unknown,local,True,pure_gap,2400,0.30000001192092896,MEDIUM,,,none,,53,lernerandrowe.com,https://lernerandrowe.com/,1500.0
bodily injuries,unknown,informational,False,pure_gap,2900,35.369998931884766,LOW,,,none,,83,lernerandrowe.com,https://lernerandrowe.com/bodily-injury-legal-definition/,1450.0
bodily injury,unknown,informational,False,pure_gap,2900,35.369998931884766,LOW,,,none,,74,lernerandrowe.com,https://lernerandrowe.com/bodily-injury-legal-definition/,1450.0
car accidents in denver co,vehicle-crashes,informational,False,pure_gap,2900,80.70999908447266,LOW,,,none,,84,lernerandrowe.com,https://lernerandrowe.com/,1450.0
diminish of value,unknown,informational,False,pure_gap,2900,8.670000076293945,MEDIUM,,,none,,66,lernerandrowe.com,https://lernerandrowe.com/diminished-value-claim-car-accident/,1450.0
diminished value,unknown,informational,False,pure_gap,2900,8.670000076293945,MEDIUM,,,none,,39,lernerandrowe.com,https://lernerandrowe.com/diminished-value-claim-car-accident/,1450.0
diminishing value,unknown,informational,False,pure_gap,2900,8.670000076293945,MEDIUM,,,none,,66,lernerandrowe.com,https://lernerandrowe.com/diminished-value-claim-car-accident/,1450.0
diminishment of value,unknown,informational,False,pure_gap,2900,8.670000076293945,MEDIUM,,,none,,68,lernerandrowe.com,https://lernerandrowe.com/diminished-value-claim-car-accident/,1450.0
drivers license restrictions for 16 year olds,unknown,informational,False,pure_gap,2900,3.049999952316284,LOW,,,none,,50,lernerandrowe.com,https://lernerandrowe.com/practice/car-accident-lawyer/arizona-teen-driver-laws/,1450.0
driving laws 16 year olds,meta,informational,False,pure_gap,2900,3.049999952316284,LOW,,,none,,38,lernerandrowe.com,https://lernerandrowe.com/practice/car-accident-lawyer/arizona-teen-driver-laws/,1450.0
is driving with headphones on illegal,unknown,informational,False,pure_gap,2900,0.03999999910593033,LOW,,,none,,59,lernerandrowe.com,https://lernerandrowe.com/headphones-while-driving-in-indiana/,1450.0
motorcycle ride,vehicle-crashes,informational,False,pure_gap,2900,1.3300000429153442,LOW,,,none,,22,lernerandrowe.com,https://lernerandrowe.com/best-motorcycle-rides-illinois/,1450.0
motorcycles rides,vehicle-crashes,informational,False,pure_gap,2900,1.3300000429153442,LOW,,,none,,25,lernerandrowe.com,https://lernerandrowe.com/best-motorcycle-rides-illinois/,1450.0
riverside personal injury law,meta,informational,False,pure_gap,2900,132.2100067138672,LOW,,,none,,19,lernerandrowe.com,https://lernerandrowe.com/california/riverside/,1450.0
strict liability in tort,unknown,informational,False,pure_gap,2900,0.2199999988079071,LOW,,,none,,63,lernerandrowe.com,https://lernerandrowe.com/strict-liability-tort/,1450.0
strict liability in tort law,meta,informational,False,pure_gap,2900,0.2199999988079071,LOW,,,none,,57,lernerandrowe.com,https://lernerandrowe.com/strict-liability-tort/,1450.0
strict liability of tort,unknown,informational,False,pure_gap,2900,0.2199999988079071,LOW,,,none,,52,lernerandrowe.com,https://lernerandrowe.com/strict-liability-tort/,1450.0
strict liability tort,unknown,informational,False,pure_gap,2900,0.2199999988079071,LOW,,,none,,48,lernerandrowe.com,https://lernerandrowe.com/strict-liability-tort/,1450.0
strict liability tort law,meta,informational,False,pure_gap,2900,0.2199999988079071,LOW,,,none,,55,lernerandrowe.com,https://lernerandrowe.com/strict-liability-tort/,1450.0
strict liability torts,unknown,informational,False,pure_gap,2900,0.2199999988079071,LOW,,,none,,55,lernerandrowe.com,https://lernerandrowe.com/strict-liability-tort/,1450.0
strict tort liability,unknown,informational,False,pure_gap,2900,0.2199999988079071,LOW,,,none,,13,lernerandrowe.com,https://lernerandrowe.com/strict-liability-tort/,1450.0
tort law strict liability,meta,informational,False,pure_gap,2900,0.2199999988079071,LOW,,,none,,30,lernerandrowe.com,https://lernerandrowe.com/strict-liability-tort/,1450.0
tort strict liability,unknown,informational,False,pure_gap,2900,0.2199999988079071,LOW,,,none,,54,lernerandrowe.com,https://lernerandrowe.com/strict-liability-tort/,1450.0
what does it mean to be a no-fault state,unknown,informational,False,pure_gap,2900,13.90999984741211,LOW,,,none,,87,lernerandrowe.com,https://lernerandrowe.com/no-fault-insurance-states/,1450.0
abogado de accidentes near me,vehicle-crashes,commercial,False,head_commercial,6600,223.32000732421875,LOW,,,none,,24,lernerandrowe.com,https://lernerandrowe.com/espanol/illinois/,1320.0
abogados de accidentes near me,vehicle-crashes,commercial,False,head_commercial,6600,223.32000732421875,LOW,,,none,,72,lernerandrowe.com,https://lernerandrowe.com/arizona/tucson/,1320.0
best auto accident attorney near me,vehicle-crashes,commercial,False,head_commercial,6600,177.3800048828125,LOW,,,none,,46,lernerandrowe.com,https://lernerandrowe.com/,1320.0
best auto accident lawyer near me,vehicle-crashes,commercial,False,head_commercial,6600,177.3800048828125,LOW,,,none,,28,lernerandrowe.com,https://lernerandrowe.com/nevada/henderson/,1320.0
best auto accident lawyers near me,vehicle-crashes,commercial,False,head_commercial,6600,177.3800048828125,LOW,,,none,,45,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/car-accident-lawyer/,1320.0
best car accident lawyers near me,vehicle-crashes,commercial,False,head_commercial,6600,177.3800048828125,LOW,,,none,,88,lernerandrowe.com,https://lernerandrowe.com/portland/,1320.0
bus accident attorneys,vehicle-crashes,commercial,False,head_commercial,6600,267.0400085449219,LOW,,,none,,3,lernerandrowe.com,https://lernerandrowe.com/practice/bus-accidents/,1320.0
bus accident lawyer,vehicle-crashes,commercial,False,head_commercial,6600,267.0400085449219,LOW,,,none,,1,lernerandrowe.com,https://lernerandrowe.com/practice/bus-accidents/,1320.0
bus accidents attorney,vehicle-crashes,commercial,False,head_commercial,6600,267.0400085449219,LOW,,,none,,5,lernerandrowe.com,https://lernerandrowe.com/practice/bus-accidents/,1320.0
bus accidents lawyer,vehicle-crashes,commercial,False,head_commercial,6600,267.0400085449219,LOW,,,none,,3,lernerandrowe.com,https://lernerandrowe.com/practice/bus-accidents/,1320.0
california car accident attorney,vehicle-crashes,commercial,False,head_commercial,6600,328.7200012207031,LOW,,,none,,79,lernerandrowe.com,https://lernerandrowe.com/,1320.0
california car accident lawyers,vehicle-crashes,commercial,False,head_commercial,6600,328.7200012207031,LOW,,,none,,54,lernerandrowe.com,https://lernerandrowe.com/,1320.0
car accident attorney in california,vehicle-crashes,commercial,False,head_commercial,6600,328.7200012207031,LOW,,,none,,63,lernerandrowe.com,https://lernerandrowe.com/,1320.0
car accident lawyers california,vehicle-crashes,commercial,False,head_commercial,6600,328.7200012207031,LOW,,,none,,44,lernerandrowe.com,https://lernerandrowe.com/,1320.0
colorado springs injury attorney,unknown,commercial,False,head_commercial,6600,95.06999969482422,LOW,,,none,,48,lernerandrowe.com,https://lernerandrowe.com/,1320.0
lyft injury lawyer,vehicle-crashes,commercial,False,head_commercial,6600,369.04998779296875,LOW,,,none,,74,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/lyft-accident-lawyer/,1320.0
personal injury lawyer in texas,meta,commercial,False,head_commercial,6600,24.709999084472656,LOW,,,none,,68,lernerandrowe.com,https://lernerandrowe.com/,1320.0
tampa car accident attorneys,vehicle-crashes,commercial,False,head_commercial,6600,59.2400016784668,LOW,,,none,,39,lernerandrowe.com,https://lernerandrowe.com/,1320.0
work injury attorney near me,unknown,commercial,False,head_commercial,6600,115.41999816894531,MEDIUM,,,none,,34,lernerandrowe.com,https://lernerandrowe.com/indiana/merrillville/workers-compensation-lawyer/,1320.0
work-related injury attorney near me,unknown,commercial,False,head_commercial,6600,115.41999816894531,MEDIUM,,,none,,46,lernerandrowe.com,https://lernerandrowe.com/indiana/merrillville/workers-compensation-lawyer/,1320.0
work-related injury lawyers near me,meta,commercial,False,head_commercial,6600,115.41999816894531,MEDIUM,,,none,,63,lernerandrowe.com,https://lernerandrowe.com/indiana/merrillville/workers-compensation-lawyer/,1320.0
abogado de accidente de camion,vehicle-crashes,informational,False,pure_gap,2400,320.510009765625,LOW,,,none,,28,lernerandrowe.com,https://lernerandrowe.com/espanol/illinois/maywood/abogado-accidentes-camiones/,1200.0
abogado de accidentes de bicicleta,vehicle-crashes,informational,False,pure_gap,2400,341.4200134277344,LOW,,,none,,18,lernerandrowe.com,https://lernerandrowe.com/espanol/areas-especialidad/abogados-accidentes-bicicleta/,1200.0
abogado de lesiones personales,unknown,informational,False,pure_gap,2400,235.39999389648438,LOW,,,none,,55,lernerandrowe.com,https://lernerandrowe.com/espanol/arizona/phoenix/,1200.0
abogados de accidentes de bicicleta,vehicle-crashes,informational,False,pure_gap,2400,341.4200134277344,LOW,,,none,,13,lernerandrowe.com,https://lernerandrowe.com/espanol/california/los-angeles/abogados-accidentes-bicicleta/,1200.0
abogados de lesiones personales,unknown,informational,False,pure_gap,2400,235.39999389648438,LOW,,,none,,28,lernerandrowe.com,https://lernerandrowe.com/espanol/arizona/phoenix/,1200.0
auto insurance pip,vehicle-crashes,informational,False,pure_gap,2400,70.37999725341797,LOW,,,none,,77,lernerandrowe.com,https://lernerandrowe.com/personal-injury-protection-pip-insurance-coverage/,1200.0
chicago auto accident,vehicle-crashes,informational,False,pure_gap,2400,33.439998626708984,LOW,,,none,,47,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/auto-accident-lawyer/,1200.0
drew ruby,unknown,informational,False,pure_gap,2400,0.0,LOW,,,none,,32,lernerandrowe.com,https://lernerandrowe.com/attorneys/nevada/,1200.0
lapd police report,unknown,informational,False,pure_gap,2400,9.489999771118164,LOW,,,none,,55,lernerandrowe.com,https://lernerandrowe.com/los-angeles-police-report/,1200.0
lowe's bolingbrook il,unknown,informational,False,pure_gap,2400,0.4399999976158142,LOW,,,none,,63,lernerandrowe.com,https://lernerandrowe.com/,1200.0
no fault state meaning,unknown,informational,False,pure_gap,2400,17.760000228881836,LOW,,,none,,92,lernerandrowe.com,https://lernerandrowe.com/no-fault-insurance-states/,1200.0
no fault states meaning,unknown,informational,False,pure_gap,2400,17.760000228881836,LOW,,,none,,85,lernerandrowe.com,https://lernerandrowe.com/no-fault-insurance-states/,1200.0
no-fault state meaning,unknown,informational,False,pure_gap,2400,17.760000228881836,LOW,,,none,,96,lernerandrowe.com,https://lernerandrowe.com/no-fault-insurance-states/,1200.0
no-fault states meaning,unknown,informational,False,pure_gap,2400,17.760000228881836,LOW,,,none,,78,lernerandrowe.com,https://lernerandrowe.com/no-fault-insurance-states/,1200.0
pip auto insurance,vehicle-crashes,informational,False,pure_gap,2400,70.37999725341797,LOW,,,none,,79,lernerandrowe.com,https://lernerandrowe.com/personal-injury-protection-pip-insurance-coverage/,1200.0
r lehner,unknown,informational,False,pure_gap,2400,0.0,LOW,,,none,,19,lernerandrowe.com,https://lernerandrowe.com/,1200.0
az motorcycle permit,vehicle-crashes,informational,True,pure_gap,1900,1.3799999952316284,LOW,,,none,,9,lernerandrowe.com,https://lernerandrowe.com/how-to-get-arizona-motorcycle-license/,1187.5
car accidents phoenix az,vehicle-crashes,local,True,pure_gap,1900,61.93000030517578,LOW,,,none,,17,lernerandrowe.com,https://lernerandrowe.com/,1187.5
motorcycle license arizona,vehicle-crashes,informational,True,pure_gap,1900,1.3799999952316284,LOW,,,none,,22,lernerandrowe.com,https://lernerandrowe.com/how-to-get-arizona-motorcycle-license/,1187.5
motorcycle permit az,vehicle-crashes,informational,True,pure_gap,1900,1.3799999952316284,LOW,,,none,,15,lernerandrowe.com,https://lernerandrowe.com/how-to-get-arizona-motorcycle-license/,1187.5
attorneys near me free consultation,unknown,commercial,False,head_commercial,5400,19.3799991607666,HIGH,,,none,,33,lernerandrowe.com,https://lernerandrowe.com/,1080.0
auto accident attorney chicago,vehicle-crashes,commercial,False,head_commercial,5400,39.970001220703125,LOW,,,none,,23,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,1080.0
auto accident attorneys chicago,vehicle-crashes,commercial,False,head_commercial,5400,39.970001220703125,LOW,,,none,,30,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,1080.0
auto accident law firms,vehicle-crashes,commercial,False,head_commercial,5400,327.67999267578125,LOW,,,none,,28,lernerandrowe.com,https://lernerandrowe.com/arizona/phoenix/,1080.0
auto accident lawyer chicago,vehicle-crashes,commercial,False,head_commercial,5400,39.970001220703125,LOW,,,none,,18,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,1080.0
best slip and fall attorneys,other-claims,commercial,False,head_commercial,5400,237.1300048828125,MEDIUM,,,none,,3,lernerandrowe.com,https://lernerandrowe.com/practice/slip-falls/,1080.0
car accident attorney chicago il,vehicle-crashes,commercial,False,head_commercial,5400,39.970001220703125,LOW,,,none,,21,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,1080.0
car accident attorneys chicago,vehicle-crashes,commercial,False,head_commercial,5400,39.970001220703125,LOW,,,none,,28,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,1080.0
car accident law firms,vehicle-crashes,commercial,False,head_commercial,5400,327.67999267578125,LOW,,,none,,50,lernerandrowe.com,https://lernerandrowe.com/washington/seattle/,1080.0
car crash law firm,vehicle-crashes,commercial,False,head_commercial,5400,327.67999267578125,LOW,,,none,,74,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/car-accident-lawyer/,1080.0
car crash law firms,vehicle-crashes,commercial,False,head_commercial,5400,327.67999267578125,LOW,,,none,,28,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,1080.0
car wreck lawyer chicago,vehicle-crashes,commercial,False,head_commercial,5400,39.970001220703125,LOW,,,none,,26,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,1080.0
chicago auto accident attorney,vehicle-crashes,commercial,False,head_commercial,5400,39.970001220703125,LOW,,,none,,16,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,1080.0
chicago auto accident lawyers,vehicle-crashes,commercial,False,head_commercial,5400,39.970001220703125,LOW,,,none,,23,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,1080.0
chicago auto accidents attorneys,vehicle-crashes,commercial,False,head_commercial,5400,39.970001220703125,LOW,,,none,,23,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,1080.0
chicago car accident attorney,vehicle-crashes,commercial,False,head_commercial,5400,39.970001220703125,LOW,,,none,,14,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,1080.0
chicago car accident lawyer,vehicle-crashes,commercial,False,head_commercial,5400,39.970001220703125,LOW,,,none,,10,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,1080.0
chicago car accident lawyers,vehicle-crashes,commercial,False,head_commercial,5400,39.970001220703125,LOW,,,none,,22,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,1080.0
chicago il car accident lawyer,vehicle-crashes,commercial,False,head_commercial,5400,39.970001220703125,LOW,,,none,,32,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,1080.0
lawyers for car accidents in chicago,vehicle-crashes,commercial,False,head_commercial,5400,39.970001220703125,LOW,,,none,,32,lernerandrowe.com,https://lernerandrowe.com/illinois/chicago/,1080.0
new york auto accident lawyer,vehicle-crashes,commercial,False,head_commercial,5400,120.13999938964844,LOW,,,none,,58,lernerandrowe.com,https://lernerandrowe.com/,1080.0
ny car accident attorney,vehicle-crashes,commercial,False,head_commercial,5400,120.13999938964844,LOW,,,none,,72,lernerandrowe.com,https://lernerandrowe.com/,1080.0
nyc car accident lawyer,vehicle-crashes,commercial,False,head_commercial,5400,120.13999938964844,LOW,,,none,,54,lernerandrowe.com,https://lernerandrowe.com/,1080.0
personal lawyer,meta,commercial,False,head_commercial,5400,103.0999984741211,LOW,,,none,,13,lernerandrowe.com,https://lernerandrowe.com/,1080.0
vehicle accident law firm,vehicle-crashes,commercial,False,head_commercial,5400,327.67999267578125,LOW,,,none,,5,lernerandrowe.com,https://lernerandrowe.com/,1080.0
workers compensation attorney near me,unknown,commercial,False,head_commercial,5400,41.5099983215332,LOW,,,none,,80,lernerandrowe.com,https://lernerandrowe.com/indiana/merrillville/workers-compensation-lawyer/,1080.0
accidents las vegas,vehicle-crashes,informational,False,pure_gap,1900,33.33000183105469,LOW,,,none,,31,lernerandrowe.com,https://lernerandrowe.com/,950.0
ad&d insurance meaning,unknown,informational,False,pure_gap,1900,2.490000009536743,LOW,,,none,,93,lernerandrowe.com,https://lernerandrowe.com/ad-d-insurance/,950.0
adam kutner,unknown,informational,False,pure_gap,1900,36.2599983215332,MEDIUM,,,none,,62,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,950.0
adam kutner las vegas,unknown,informational,False,pure_gap,1900,36.2599983215332,MEDIUM,,,none,,37,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,950.0
adam s kutner & associates,unknown,informational,False,pure_gap,1900,36.2599983215332,MEDIUM,,,none,,52,lernerandrowe.com,https://lernerandrowe.com/nevada/las-vegas/,950.0
auto accident chicago,vehicle-crashes,informational,False,pure_gap,1900,127.9800033569336,LOW,,,none,,77,lernerandrowe.com,https://lernerandrowe.com/news-woman-killed-1-injured-after-vehicle/,950.0
